Location name,Lat (GDA94),Long (GDA94),Survey date,Depth (m),Chlorophyll a (ug/L),Secchi depth (metres),Total N (mg/L),Ammonia (mg/L),Organic N (mg/L),NOx (mg/L),DO (mg/L),DO saturation (%),pH (Unit),Pheopigments (ug/L),FRP (mg/L),Total P (mg/L),Salinity (g/L),Conductivity (mS/cm),Temp (deg C),Turbidity (NTU)
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2001-12-13,0.2,15.6,0.6,0.42,0.004,0.414,< 0.002,6.7,98.8,7.79,2.4,0.079,0.13,28.5,44.1,26.7,8.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2001-12-13,0.2,14,0.6,0.66,0.032,0.508,0.12,6.1,88.9,7.44,3.8,0.16,0.2,23.3,36.8,28.2,7.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2001-12-13,0.2,7.6,0.7,0.87,0.2,0.47,0.2,3.8,53.9,6.99,3,0.26,0.3,19.5,31.3,28.3,7.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2001-12-13,0.2,6.1,0.5,0.31,0.003,0.305,< 0.002,6.4,95.1,8.14,3,0.043,0.086,32.5,49.7,26.1,24.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2001-12-13,0.2,5.2,0.6,0.29,0.002,0.286,< 0.002,6.6,98.1,8.18,2,0.042,0.084,32.4,49.6,26.49,22.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2001-12-13,0.2,2,0.6,0.21,0.002,0.206,< 0.002,6.7,100.1,8.23,2.7,0.028,0.057,33.2,50.6,26.45,17.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-01-11,0.2,3.2,0.8,0.23,0.006,0.222,< 0.002,5.8,89.8,8.05,1,0.046,0.063,33.4,50.9,28.73,20.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-01-11,0.2,3.7,0.8,0.36,0.004,0.354,< 0.002,5.9,90.6,8.0,2.3,0.071,0.11,32.4,49.5,28.49,14.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-01-11,0.2,3.1,0.9,0.37,0.003,0.365,< 0.002,6.0,93.0,7.98,3.7,0.068,0.11,32.1,49.1,28.86,12.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-01-11,0.2,11.2,0.8,0.49,0.006,0.482,< 0.002,6.0,91.6,7.71,4.9,0.14,0.19,27.6,42.8,29.77,13.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-01-11,0.2,12.7,0.9,0.65,0.026,0.58,0.044,5.2,79.1,7.52,6.3,0.23,0.23,25.4,39.8,29.89,15.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2002-01-11,0.2,4.2,0.6,0.27,0.002,0.266,< 0.002,5.8,90.8,7.96,0.8,0.047,0.086,34.9,52.9,28.48,16.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-01-11,0.2,3.1,0.8,0.25,0.002,0.246,< 0.002,6.3,98.8,8.01,1.1,0.044,0.077,34.8,52.8,29.08,14.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-01-11,0.2,1.5,1.3,0.21,0.002,0.206,< 0.002,6.7,105.1,8.1,< 0.5,0.04,0.065,34.7,52.6,28.98,5.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-02-11,0.2,5.9,0.5,0.28,< 0.002,0.276,< 0.002,6.2,96.4,7.92,1.2,0.036,0.081,35.2,53.3,28.03,34.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-02-11,0.2,7.9,0.4,0.34,< 0.002,0.336,< 0.002,5.8,89.2,7.9,3.5,0.043,0.1,34.8,52.8,27.42,42.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-02-11,0.2,10.7,0.7,0.39,0.003,0.385,< 0.002,6.0,92.5,7.83,3.9,0.068,0.13,33.2,50.6,28.18,22.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-02-11,0.2,19.9,0.7,0.54,0.004,0.534,< 0.002,6.8,105.7,7.73,4.9,0.17,0.25,29.7,45.8,29.6,16.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-02-11,0.2,17,0.7,0.73,0.022,0.653,0.055,5.7,86.8,7.29,8.2,0.29,0.38,26.8,41.7,30.12,13.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2002-02-11,0.2,6.5,0.6,0.29,< 0.002,0.286,< 0.002,6.4,100.5,8.23,2.5,0.036,0.078,35.4,53.5,28.15,21.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-02-11,0.2,6.5,0.3,0.33,< 0.002,0.326,< 0.002,6.2,96.2,8.21,1.1,0.036,0.089,35.2,53.4,28.03,28.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-02-11,0.2,1.3,1.3,0.18,< 0.002,0.176,< 0.002,6.7,105.8,8.26,< 0.1,0.018,0.037,35.7,54.0,28.47,5.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-03-14,0.2,5.9,0.4,0.26,0.01,0.245,0.005,6.2,92.3,8.16,2.9,0.045,0.085,35.5,53.8,25.25,39.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-03-14,0.2,6.9,0.6,0.26,< 0.002,0.256,< 0.002,6.3,93.4,8.16,1.9,0.048,0.089,35.4,53.6,25.0,25.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-03-14,0.2,8,0.7,0.29,< 0.002,0.286,< 0.002,6.4,95.4,8.19,1.1,0.061,0.1,35.4,53.6,25.0,21.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-03-14,0.2,5.8,0.9,0.44,0.002,0.436,< 0.002,6.3,93.1,7.98,8.5,0.13,0.18,33.3,50.7,25.89,12.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-03-14,0.2,12.4,0.7,0.68,0.026,0.58,0.074,6.2,92.5,7.86,9.9,0.3,0.39,30.6,47.0,26.66,16.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2002-03-28,0.2,2.4,0.8,0.21,0.012,0.186,0.012,6.3,95.2,8.06,0.8,0.033,0.054,36.2,54.6,25.69,13.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-03-28,0.2,2.7,0.7,0.21,0.006,0.202,0.002,6.4,96.5,8.07,0.6,0.03,0.053,36.0,54.4,25.48,16.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-03-28,0.2,2.8,1,0.2,0.006,0.192,< 0.002,6.5,96.9,8.09,< 0.1,0.036,0.055,35.8,54.1,25.52,10.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-04-11,0.2,3.9,0.9,0.23,0.004,0.224,< 0.002,6.9,98.5,8.17,0.8,0.049,0.076,34.9,52.9,23.27,16.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-04-11,0.2,4.8,0.95,0.26,0.005,0.253,< 0.002,6.9,98.4,8.18,1.2,0.053,0.084,34.6,52.5,23.4,15.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-04-11,0.2,8,0.6,0.31,0.006,0.302,< 0.002,6.6,94.4,8.1,2.1,0.068,0.11,33.8,51.4,23.73,17.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-04-11,0.2,19.4,0.8,0.54,0.005,0.509,0.026,8.0,115.0,8.0,3.2,0.14,0.22,30.8,47.4,24.93,14.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-04-11,0.2,20,0.7,0.87,0.074,0.636,0.16,6.8,97.0,7.79,10,0.27,0.37,28.6,44.2,24.98,15.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2002-04-11,0.2,5.3,0.6,0.28,0.003,0.275,< 0.002,7.1,101.8,8.2,3.9,0.073,0.11,35.3,53.5,23.39,13.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-04-11,0.2,4.1,0.6,0.22,0.005,0.213,0.002,7.2,103.5,8.27,0.4,0.047,0.074,35.2,53.4,23.49,17.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-04-11,0.2,4.2,1,0.17,0.003,0.165,< 0.002,7.9,113.8,8.31,1.1,0.017,0.036,35.6,53.9,23.55,9.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-06-26,0.2,2.4,1.4,0.21,0.004,0.204,< 0.002,7.7,98.0,8.07,0.3,0.04,0.059,34.2,52.0,17.32,4.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-06-26,0.2,2.5,1.2,0.21,0.004,0.203,0.003,7.5,96.4,8.08,0.5,0.041,0.06,34.1,51.8,17.27,6.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-06-26,0.2,3.4,1,0.3,0.02,0.262,0.018,6.9,88.1,7.94,0.9,0.063,0.088,32.9,50.1,17.25,6.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-06-26,0.2,2.3,1.1,0.46,0.083,0.307,0.07,6.8,85.9,7.74,1.1,0.11,0.14,30.3,46.7,17.67,8.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-06-26,0.2,2.7,1.1,0.76,0.18,0.4,0.18,5.9,73.3,7.51,0.9,0.2,0.25,27.6,42.8,18.1,8.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-06-26,0.2,1.9,1.65,0.2,0.003,0.195,< 0.002,7.9,101.5,8.21,0.4,0.037,0.053,34.6,52.5,17.72,3.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-06-26,0.2,1.1,2,0.16,< 0.002,0.156,< 0.002,7.8,101.5,8.24,< 0.1,0.027,0.038,35.0,53.1,17.82,1.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-07-25,0.2,2.3,2.1,0.21,< 0.002,0.206,< 0.002,8.2,104.1,7.97,< 0.1,0.041,0.056,35.5,53.7,16.29,1.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-07-25,0.2,5.5,2,0.27,< 0.002,0.266,< 0.002,8.4,105.5,7.95,< 0.1,0.064,0.09,35.0,53.0,16.25,4.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-07-25,0.2,5.7,1.7,0.27,< 0.002,0.266,< 0.002,8.6,108.0,8.0,0.5,0.06,0.09,34.6,52.5,16.44,3.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-07-25,0.2,10.7,1.7,0.36,< 0.002,0.356,< 0.002,9.9,125.1,7.95,0.2,0.11,0.15,32.4,49.6,17.32,2.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-07-25,0.2,11.4,1.2,0.67,0.078,0.502,0.09,7.8,97.3,7.57,0.8,0.24,0.3,30.0,46.2,17.13,8.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-07-25,0.2,1.4,1.6,0.17,< 0.002,0.166,< 0.002,8.3,105.1,8.35,0.1,0.032,0.044,34.7,52.6,16.35,2.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-07-25,0.2,0.8,3.7,0.15,< 0.002,0.146,< 0.002,8.2,103.5,8.33,< 0.1,0.026,0.033,34.6,52.5,16.42,5.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-08-22,0.2,3.1,1.2,0.66,0.19,0.36,0.11,5.3,67.3,7.59,0.6,0.14,0.16,29.6,45.6,18.19,8.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-09-19,0.2,2.3,1.2,0.22,0.01,0.202,0.008,7.6,100.2,7.94,0.7,0.046,0.069,34.7,52.7,18.37,6.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-09-19,0.2,1.9,1.3,0.25,0.011,0.22,0.019,7.6,98.6,8.03,0.6,0.058,0.079,34.3,52.1,17.98,7.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-09-19,0.2,2.7,1.1,0.4,0.031,0.286,0.083,7.4,96.4,7.89,1.1,0.11,0.13,31.6,48.4,19.4,10.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-09-19,0.2,11.2,1.35,0.73,0.079,0.431,0.22,7.3,96.3,7.7,0.4,0.22,0.27,28.8,44.5,20.94,7.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-09-19,0.2,4.7,1.2,0.8,0.14,0.43,0.23,4.9,64.2,7.38,1.1,0.24,0.29,25.9,40.5,21.3,8.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2002-09-27,0.2,2.5,1.25,0.21,0.011,0.189,0.01,6.0,84.5,8.16,0.5,0.048,0.066,35.0,53.0,22.09,7.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-09-27,0.2,2.5,1.2,0.21,0.008,0.198,0.004,6.3,89.5,8.15,0.7,0.048,0.066,34.9,52.9,23.19,8.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-09-27,0.2,2.2,0.8,0.18,0.011,0.164,0.005,6.5,92.6,8.21,0.3,0.027,0.043,35.2,53.4,22.56,20.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-10-21,0.2,3.9,0.6,0.24,< 0.002,0.236,< 0.002,6.4,94.0,8.15,0.4,0.048,0.079,32.2,49.3,25.41,18.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-10-21,0.2,6.7,0.6,0.26,0.005,0.253,< 0.002,6.7,97.3,8.13,1.3,0.052,0.084,32.1,49.1,25.22,12.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-10-21,0.2,8.4,0.5,0.3,0.012,0.276,0.012,6.2,89.9,8.05,2,0.061,0.1,31.9,48.9,24.97,25.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-10-21,0.2,8.1,0.8,0.61,0.076,0.384,0.15,5.6,82.1,7.75,2,0.18,0.23,29.3,45.3,26.29,20.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-10-21,0.2,4.9,0.8,0.87,0.16,0.44,0.27,4.4,64.0,7.51,1.4,0.34,0.41,27.3,42.4,26.62,11.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2002-10-21,0.2,8.8,0.5,0.3,0.005,0.293,< 0.002,6.7,99.6,8.08,1.4,0.051,0.095,36.3,54.8,25.16,23.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-10-21,0.2,6.6,0.8,0.26,0.003,0.255,< 0.002,6.7,101.0,8.11,1.2,0.052,0.085,36.4,54.9,25.95,14.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-10-21,0.2,2.5,1.3,0.2,0.004,0.194,< 0.002,6.9,102.6,8.16,0.4,0.037,0.056,36.2,54.6,24.64,5.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-11-21,0.2,3.3,1.05,0.25,0.002,0.246,< 0.002,6.8,100.2,7.99,0.6,0.056,0.077,34.4,52.2,25.44,10.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-11-21,0.2,3.7,1,0.27,0.003,0.265,< 0.002,7.2,106.1,8.02,0.7,0.061,0.091,34.3,52.1,25.33,9.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-11-21,0.2,4.8,0.85,0.31,0.004,0.304,< 0.002,7.0,103.0,7.98,1.5,0.072,0.11,33.8,51.4,24.93,16.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-11-21,0.2,8.1,1.8,0.48,0.041,0.414,0.025,7.3,106.8,7.71,2.1,0.18,0.23,28.9,44.7,26.62,14.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-11-21,0.2,10.7,0.8,0.71,0.06,0.5,0.15,5.7,83.2,7.49,2.1,0.33,0.4,26.5,41.3,26.71,13.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-11-21,0.2,5.4,0.7,0.23,0.007,0.221,< 0.002,6.6,97.8,8.1,1.3,0.056,0.075,35.4,53.6,25.5,7.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-11-21,0.2,6,0.85,0.25,0.002,0.246,< 0.002,7.6,115.4,8.2,0.2,0.053,0.081,35.6,53.9,26.8,9.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2002-12-17,0.2,2.1,1.8,0.18,< 0.002,0.176,< 0.002,6.6,101.4,8.2,< 0.1,0.019,0.035,35.6,53.9,27.39,4.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2002-12-17,0.2,5.2,1,0.25,0.004,0.244,< 0.002,6.8,107.3,8.21,0.1,0.031,0.057,35.9,54.2,28.54,11.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2002-12-20,0.2,11.3,0.45,0.34,0.005,0.333,0.002,5.9,91.3,8.21,0.6,0.057,0.1,35.9,54.3,27.12,20.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2002-12-20,0.2,8.4,0.55,0.34,0.003,0.335,< 0.002,6.1,93.0,8.24,2.1,0.063,0.11,35.5,53.7,26.51,17.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2002-12-20,0.2,11.5,0.55,0.41,0.003,0.405,0.002,5.7,86.8,8.11,1.8,0.095,0.15,33.4,50.9,26.88,23.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2002-12-20,0.2,18.2,0.6,0.59,0.01,0.552,0.028,6.0,90.0,7.93,1.8,0.2,0.28,29.6,45.6,28.02,14.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2002-12-20,0.2,19.5,0.5,0.81,0.071,0.629,0.11,3.7,55.1,7.48,2.4,0.35,0.44,26.0,40.7,28.75,16.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2003-01-16,0.2,2.5,1.05,0.24,0.004,0.234,< 0.002,7.6,111.4,8.14,0.1,0.059,0.085,35.7,54.0,24.5,8.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2003-01-16,0.2,1.9,1.4,0.26,< 0.002,0.256,< 0.002,7.4,108.3,8.15,0.6,0.068,0.099,35.2,53.3,24.57,7.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2003-01-16,0.2,2.7,1.1,0.3,< 0.002,0.296,< 0.002,7.2,105.9,8.03,0.9,0.092,0.13,33.6,51.2,25.11,9.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2003-01-16,0.2,9.4,0.9,0.55,0.006,0.512,0.032,8.1,118.0,7.85,1.1,0.19,0.25,29.7,45.8,26.09,9.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2003-01-16,0.2,7.1,0.8,0.7,0.075,0.495,0.13,5.5,80.3,7.55,1.8,0.31,0.37,27.3,42.5,26.69,11.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2003-01-20,0.2,2.5,1.3,0.22,0.003,0.215,< 0.002,6.6,101.6,8.27,< 0.1,0.042,0.063,36.4,54.9,27.02,6.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2003-01-20,0.2,1.9,1.5,0.19,0.002,0.186,< 0.002,6.6,101.2,8.27,< 0.1,0.031,0.045,36.4,54.9,27.21,11.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2003-01-20,0.2,1.2,1.6,0.16,0.003,0.155,< 0.002,6.5,101.0,8.28,< 0.1,0.024,0.036,36.3,54.8,27.26,6.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2003-02-13,0.2,1.3,1.5,0.18,< 0.002,0.176,< 0.002,6.3,96.0,8.27,0.6,0.035,0.061,34.4,52.2,27.28,4.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2003-02-13,0.2,2.5,1.3,0.25,< 0.002,0.246,< 0.002,6.1,92.8,8.23,1.1,0.066,0.098,32.4,49.5,27.5,6.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2003-02-13,0.2,11.6,0.95,0.41,0.004,0.404,< 0.002,7.5,111.8,8.15,3.2,0.13,0.19,27.7,43.0,28.01,6.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2003-02-13,0.2,35.8,0.5,0.64,0.004,0.634,< 0.002,12.1,179.2,8.35,4.4,0.2,0.29,24.0,37.8,29.08,8.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2003-02-13,0.2,41.6,0.45,0.77,0.005,0.717,0.048,7.1,103.3,7.8,1.2,0.26,0.35,22.4,35.5,28.64,13.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2003-02-13,0.2,5.3,0.6,0.36,0.005,0.353,< 0.002,7.0,108.0,8.33,1.9,0.047,0.096,31.1,47.7,28.7,14.0
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2003-02-13,0.2,1.7,1.7,0.18,0.003,0.175,< 0.002,6.7,102.9,8.35,< 0.1,0.04,0.059,33.5,51.1,27.91,5.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2003-02-13,0.2,1.5,1.2,0.14,< 0.002,0.136,< 0.002,7.5,114.9,8.4,< 0.1,0.023,0.036,34.5,52.4,27.68,5.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2003-03-17,0.2,2.3,1.15,0.25,0.003,0.245,< 0.002,7.4,107.2,8.35,1.8,0.034,0.067,31.9,48.8,25.25,6.0
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2003-03-17,0.2,4,1.05,0.54,0.004,0.534,< 0.002,6.9,98.9,8.31,2.1,0.046,0.098,30.8,47.3,25.0,11.0
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2003-03-17,0.2,11.4,0.65,0.5,0.016,0.455,0.029,6.2,86.4,8.07,4,0.094,0.14,24.6,38.6,25.46,13.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2003-03-17,0.2,15,0.75,0.82,0.15,0.54,0.13,4.8,66.1,7.59,3.5,0.19,0.25,18.2,29.4,25.92,15.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2003-03-17,0.2,10.8,0.7,0.97,0.3,0.49,0.18,3.4,45.7,7.33,3.1,0.23,0.28,14.8,24.3,26.21,13.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2003-03-17,0.2,2.9,0.8,0.29,0.003,0.285,< 0.002,7.1,104.1,8.36,1.6,0.038,0.07,31.5,48.3,25.37,9.0
